word,n,theme,literal
brands,1,NA,brands
bravais,1,NA,bravais
bravest,1,NA,bravest
brazil,1,NA,brazil
brazilian,1,NA,brazilian
breached,1,NA,breached
breathless,1,NA,breathless
breathlessly,1,NA,breathlessly
breech,1,NA,breech
breeches,1,NA,breeches
breed,1,NA,breed
breeds,1,NA,breeds
bremen,1,NA,bremen
brewed,1,NA,brewed
brewing,1,NA,brewing
brick,1,NA,brick
bridal,1,NA,bridal
brig’s,1,NA,brig’s
brightened,1,NA,brightened
brighter,1,NA,brighter
brilliantly,1,NA,brilliantly
bristled,1,NA,bristled
bristling,1,NA,bristling
brit,1,NA,brit
britches,1,NA,britches
britishers,1,NA,britishers
britons,1,NA,britons
brittle,1,NA,brittle
brood,1,NA,brood
brooke,1,NA,brooke
brooks,1,NA,brooks
broth,1,NA,broth
brotherly,1,NA,brotherly
brow,1,NA,brow
brown’s,1,NA,brown’s
browning,1,NA,browning
brows,1,NA,brows
bruises,1,NA,bruises
brunette,1,NA,brunette
brunt,1,NA,brunt
brushed,1,NA,brushed
brutal,1,NA,brutal
brutally,1,NA,brutally
bshavn,1,NA,bshavn
buch,1,NA,buch
bucket,1,NA,bucket
buckets,1,NA,buckets
buddington,1,NA,buddington
budge,1,NA,budge
buding,1,NA,buding
bugt,1,NA,bugt
builds,1,NA,builds
bulent,1,NA,bulent
bulge,1,NA,bulge
bulkhead,1,NA,bulkhead
bulkheads,1,NA,bulkheads
bulls,1,NA,bulls
bumblebees,1,wildlife,bumblebees
bunch,1,NA,bunch
bunches,1,NA,bunches
bundle,1,NA,bundle
bunkered,1,NA,bunkered
bunsen’s,1,NA,bunsen’s
buoyed,1,NA,buoyed
bur,1,NA,bur
burial,1,NA,burial
burns,1,NA,burns
burst,1,NA,burst
bursting,1,NA,bursting
bury,1,NA,bury
burying,1,NA,burying
bus,1,NA,bus
bushy,1,NA,bushy
busied,1,NA,busied
busily,1,NA,busily
bust,1,NA,bust
butchering,1,NA,butchering
butchery,1,NA,butchery
butted,1,NA,butted
butting,1,NA,butting
buttock,1,NA,buttock
buttoned,1,NA,buttoned
buttresses,1,NA,buttresses
butts,1,NA,butts
buzzing,1,NA,buzzing
bypass,1,NA,bypass
byron’s,1,NA,byron’s
c.n,1,NA,c.n
cab,1,NA,cab
cabalistic,1,NA,cabalistic
cache,1,NA,cache
caches,1,NA,caches
cackling,1,NA,cackling
caerulea,1,NA,caerulea
caesar,1,NA,caesar
cage,1,NA,cage
cairns,1,NA,cairns
cal,1,NA,cal
calcspar,1,NA,calcspar
calcu,1,NA,calcu
calculate,1,NA,calculate
calculating,1,NA,calculating
calculator,1,NA,calculator
calf’s,1,NA,calf’s
calibre,1,NA,calibre
calico,1,NA,calico
california,1,NA,california
callous,1,NA,callous
calmer,1,NA,calmer
calumnies,1,NA,calumnies
calyx,1,NA,calyx
cambridge,1,NA,cambridge
cameras,1,NA,cameras
campanula,1,NA,campanula
camping,1,NA,camping
can’t,1,NA,can’t
canada,1,NA,canada
canals,1,NA,canals
canni,1,NA,canni
cannibals,1,NA,cannibals
canter,1,NA,canter
cantly,1,NA,cantly
canton,1,NA,canton
canu,1,NA,canu
canvasses,1,NA,canvasses
canyons,1,NA,canyons
capabilities,1,NA,capabilities
caper,1,NA,caper
capes,1,NA,capes
capitalists,1,NA,capitalists
capped,1,NA,capped
caprellae,1,NA,caprellae
capriciousness,1,NA,capriciousness
capsize,1,NA,capsize
captivity,1,NA,captivity
captured,1,NA,captured
car,1,NA,car
carbon,1,NA,carbon
carbonaceous,1,NA,carbonaceous
card,1,NA,card
carded,1,NA,carded
cared,1,NA,cared
careened,1,NA,careened
carex,1,NA,carex
cari,1,NA,cari
carpenters,1,NA,carpenters
carson,1,NA,carson
cart,1,NA,cart
cartographers,1,NA,cartographers
cartographic,1,NA,cartographic
cartridge,1,NA,cartridge
carts,1,NA,carts
carve,1,NA,carve
carvers,1,NA,carvers
caryatids,1,NA,caryatids
cas,1,NA,cas
cash,1,NA,cash
casion,1,NA,casion
cassiopea,1,NA,cassiopea
cassiopeia,1,NA,cassiopeia
casting,1,NA,casting
castles,1,NA,castles
casual,1,NA,casual
casually,1,NA,casually
catalina,1,NA,catalina
catcher,1,NA,catcher
cate,1,NA,cate
caterpillars,1,NA,caterpillars
cathay,1,NA,cathay
cats,1,NA,cats
cauliflower,1,NA,cauliflower
caulked,1,NA,caulked
caution,1,NA,caution
cedure,1,NA,cedure
ceed,1,NA,ceed
ceilings,1,NA,ceilings
ceivably,1,NA,ceivably
ceive,1,NA,ceive
ceived,1,NA,ceived
cel,1,NA,cel
celebrat,1,NA,celebrat
celebrations,1,NA,celebrations
celerity,1,NA,celerity
cells,1,NA,cells
cemented,1,NA,cemented
cen,1,NA,cen
cending,1,NA,cending
cent,1,NA,cent
cently,1,NA,cently
centner,1,NA,centner
centrated,1,NA,centrated
centres,1,NA,centres
ceous,1,NA,ceous
ceptional,1,NA,ceptional
cerations,1,NA,cerations
ceres,1,NA,ceres
ces,1,NA,ces
cess,1,NA,cess
cessfully,1,NA,cessfully
chabasite,1,NA,chabasite
chabazite,1,NA,chabazite
chaetura,1,NA,chaetura
chagrin,1,NA,chagrin
chair,1,NA,chair
chaotic,1,NA,chaotic
chap,1,NA,chap
charac,1,NA,charac
charente,1,NA,charente
charity,1,NA,charity
charming,1,NA,charming
charmingly,1,NA,charmingly
charring,1,NA,charring
chartered,1,NA,chartered
charting,1,NA,charting
chases,1,NA,chases
chasms,1,NA,chasms
chatted,1,NA,chatted
cheated,1,NA,cheated
checking,1,NA,checking
cheekbones,1,NA,cheekbones
cheeping,1,NA,cheeping
cheered,1,NA,cheered
cheering,1,NA,cheering
chees,1,NA,chees
cheese,1,NA,cheese
chemical,1,NA,chemical
chemically,1,NA,chemically
chemistry,1,NA,chemistry
ches,1,NA,ches
chesapeake,1,NA,chesapeake
chess,1,NA,chess
chestnut,1,NA,chestnut
chew,1,NA,chew
chez,1,NA,chez
childless,1,NA,childless
children’s,1,NA,children’s
chilling,1,NA,chilling
chimborazo,1,NA,chimborazo
chimham,1,NA,chimham
chin,1,NA,chin
chinese,1,NA,chinese
chipp,1,NA,chipp
chipped,1,NA,chipped
chirping,1,NA,chirping
chisel,1,NA,chisel
chiselled,1,NA,chiselled
chisels,1,NA,chisels
chison,1,NA,chison
chocolate,1,NA,chocolate
choked,1,NA,choked
choosing,1,NA,choosing
chopping,1,NA,chopping
chops,1,NA,chops
chorage,1,NA,chorage
chores,1,NA,chores
chors,1,NA,chors
christ,1,NA,christ
christianity,1,NA,christianity
christianized,1,NA,christianized
chrometer,1,NA,chrometer
chromo,1,NA,chromo
chugging,1,NA,chugging
churchill,1,NA,churchill
churned,1,NA,churned
cial,1,NA,cial
cicerone,1,NA,cicerone
cided,1,NA,cided
ciency,1,NA,ciency
ciently,1,NA,ciently
cier’s,1,NA,cier’s
cigar,1,NA,cigar
cilable,1,NA,cilable
cilably,1,NA,cilably
cilitate,1,NA,cilitate
cinderella,1,NA,cinderella
cing,1,NA,cing
cingly,1,NA,cingly
ciprocal,1,NA,ciprocal
cir,1,NA,cir
circulate,1,NA,circulate
circumlocution,1,NA,circumlocution
circumspection,1,NA,circumspection
circumvented,1,NA,circumvented
cirrus,1,NA,cirrus
cision,1,NA,cision
cit,1,NA,cit
cited,1,NA,cited
cities,1,NA,cities
citizens,1,NA,citizens
citric,1,NA,citric
civiliza,1,NA,civiliza
clam,1,NA,clam
clamber,1,NA,clamber
clamour,1,NA,clamour
clan,1,NA,clan
clangour,1,NA,clangour
clapping,1,NA,clapping
clarence,1,NA,clarence
clarification,1,NA,clarification
clarify,1,NA,clarify
class,1,NA,class
classify,1,NA,classify
classifying,1,NA,classifying
clat,1,NA,clat
clattered,1,NA,clattered
clattering,1,NA,clattering
cleansing,1,NA,cleansing
cleanup,1,NA,cleanup
cleft,1,NA,cleft
cleland,1,NA,cleland
cleverly,1,NA,cleverly
clewed,1,NA,clewed
cliffy,1,NA,cliffy
climates,1,NA,climates
clined,1,NA,clined
clines,1,NA,clines
clings,1,NA,clings
clinometer,1,NA,clinometer
clipped,1,NA,clipped
clos,1,NA,clos
closes,1,NA,closes
closet,1,NA,closet
cloths,1,NA,cloths
cloudburst,1,NA,cloudburst
cloudiness,1,NA,cloudiness
cloudlets,1,NA,cloudlets
clown,1,NA,clown
club,1,NA,club
cluding,1,NA,cluding
clues,1,NA,clues
clumped,1,NA,clumped
cluster,1,NA,cluster
clustered,1,NA,clustered
cm,1,NA,cm
coaling,1,NA,coaling
coals,1,NA,coals
coamings,1,NA,coamings
coastlines,1,NA,coastlines
coaxed,1,NA,coaxed
cobalt,1,NA,cobalt
cobbles,1,NA,cobbles
coccinella,1,NA,coccinella
coccoliths,1,NA,coccoliths
cochrane,1,NA,cochrane
cocked,1,NA,cocked
cocoa,1,NA,cocoa
coercion,1,NA,coercion
cof,1,NA,cof
cohesive,1,NA,cohesive
coincided,1,NA,coincided
coincides,1,NA,coincides
coins,1,NA,coins
colias,1,NA,colias
collaborate,1,NA,collaborate
collapse,1,NA,collapse
collapsible,1,NA,collapsible
collecting,1,NA,collecting
collectors,1,NA,collectors
collodium,1,NA,collodium
colo,1,NA,colo
colonists,1,NA,colonists
colonize,1,NA,colonize
coloration,1,NA,coloration
colossal,1,NA,colossal
colouration,1,NA,colouration
colouring,1,NA,colouring
columnar,1,NA,columnar
combatants,1,NA,combatants
combatting,1,NA,combatting
combed,1,NA,combed
combinations,1,NA,combinations
combing,1,NA,combing
comfortably,1,NA,comfortably
comforting,1,NA,comforting
comfortingly,1,NA,comfortingly
commanders,1,NA,commanders
commandment,1,NA,commandment
commands,1,NA,commands
comme,1,NA,comme
commenced,1,NA,commenced
commences,1,NA,commences
commencing,1,NA,commencing
committing,1,NA,committing
commodate,1,NA,commodate
commodations,1,NA,commodations
commodores,1,NA,commodores
commonest,1,NA,commonest
compan,1,NA,compan
companies,1,NA,companies
companion’s,1,NA,companion’s
comparative,1,NA,comparative
comparatively,1,NA,comparatively
compares,1,NA,compares
comparing,1,NA,comparing
compen,1,NA,compen
compensation,1,NA,compensation
competed,1,NA,competed
competition,1,NA,competition
compilation,1,NA,compilation
complements,1,NA,complements
complet,1,NA,complet
comply,1,NA,comply
compo,1,NA,compo
compose,1,NA,compose
composedly,1,NA,composedly
composure,1,NA,composure
compounded,1,NA,compounded
compounding,1,NA,compounding
comprehend,1,NA,comprehend
comprehensible,1,NA,comprehensible
comprehension,1,NA,comprehension
compressed,1,NA,compressed
compresses,1,NA,compresses
compromised,1,NA,compromised
computed,1,NA,computed
concealing,1,NA,concealing
concede,1,NA,concede
conceive,1,NA,conceive
conceived,1,NA,conceived
concen,1,NA,concen
concentrates,1,NA,concentrates
concentration,1,NA,concentration
concept,1,NA,concept
concerns,1,NA,concerns
concerted,1,NA,concerted
condenser,1,NA,condenser
condiments,1,NA,condiments
conditionally,1,NA,conditionally
conductive,1,NA,conductive
conductors,1,NA,conductors
conducts,1,NA,conducts
confederate,1,NA,confederate
confessed,1,NA,confessed
confident,1,NA,confident
confidently,1,NA,confidently
confiding,1,NA,confiding
configura,1,NA,configura
confirm,1,NA,confirm
conflict,1,NA,conflict
conflicts,1,NA,conflicts
confronts,1,NA,confronts
confu,1,NA,confu
congeal,1,NA,congeal
congested,1,NA,congested
congratulate,1,NA,congratulate
congratulations,1,NA,congratulations
congregate,1,NA,congregate
congregating,1,NA,congregating
conifers,1,NA,conifers
conjecture,1,NA,conjecture
conjectured,1,NA,conjectured
conjugal,1,NA,conjugal
conquer,1,NA,conquer
conquistadores,1,NA,conquistadores
consecration,1,NA,consecration
consequence,1,NA,consequence
consid,1,NA,consid
consistent,1,NA,consistent
consolation,1,NA,consolation
consoling,1,NA,consoling
consonants,1,NA,consonants
conspicuously,1,NA,conspicuously
conspired,1,NA,conspired
consti,1,NA,consti
constitu,1,NA,constitu
constrained,1,NA,constrained
constraint,1,NA,constraint
constricted,1,NA,constricted
constriction,1,NA,constriction
consulate,1,NA,consulate
consultation,1,NA,consultation
consulting,1,NA,consulting
container,1,NA,container
contemplate,1,NA,contemplate
contemplating,1,NA,contemplating
contemporary,1,NA,contemporary
contend,1,NA,contend
contest,1,NA,contest
contesting,1,NA,contesting
continental,1,NA,continental
continents,1,NA,continents
continu,1,NA,continu
continual,1,NA,continual
contort,1,NA,contort
contour,1,NA,contour
contra,1,NA,contra
contradiction,1,NA,contradiction
contradictions,1,NA,contradictions
contradictory,1,NA,contradictory
contrib,1,NA,contrib
contributes,1,NA,contributes
contributing,1,NA,contributing
contrite,1,NA,contrite
contrived,1,NA,contrived
contusions,1,NA,contusions
convalescent,1,NA,convalescent
conven,1,NA,conven
convenient,1,NA,convenient
converged,1,NA,converged
converrà,1,NA,converrà
conversant,1,NA,conversant
conveyance,1,NA,conveyance
conveyed,1,NA,conveyed
convulsions,1,NA,convulsions
cookstove,1,NA,cookstove
cooper,1,NA,cooper
cooperative,1,NA,cooperative
cope,1,NA,cope
copenhagen,1,NA,copenhagen
copies,1,NA,copies
coprolite,1,NA,coprolite
coprolites,1,NA,coprolites
cordage,1,NA,cordage
coriolanus,1,NA,coriolanus
corks,1,NA,corks
cormack,1,NA,cormack
cornice,1,NA,cornice
coronae,1,NA,coronae
coronets,1,NA,coronets
corporal,1,NA,corporal
corporations,1,NA,corporations
corps,1,NA,corps
corpses,1,NA,corpses
corpu,1,NA,corpu
corpulent,1,NA,corpulent
correction,1,NA,correction
corruption,1,NA,corruption
corvette’s,1,NA,corvette’s
cosiest,1,NA,cosiest
cosmic,1,NA,cosmic
cosmogonic,1,NA,cosmogonic
cosmopolitan,1,NA,cosmopolitan
costly,1,NA,costly
costs,1,NA,costs
couldn’t,1,NA,couldn’t
counteracts,1,NA,counteracts
counterfeit,1,NA,counterfeit
countering,1,NA,countering
country’s,1,NA,country’s
coup,1,NA,coup
cour,1,NA,cour
courageously,1,NA,courageously
couraging,1,NA,couraging
couriers,1,NA,couriers
courses,1,NA,courses
coursing,1,NA,coursing
courted,1,NA,courted
courting,1,NA,courting
courtship,1,NA,courtship
courtyard,1,NA,courtyard
cous,1,NA,cous
cousin,1,NA,cousin
coverings,1,NA,coverings
covery,1,NA,covery
cowslip,1,NA,cowslip
crabs,1,NA,crabs
crackle,1,NA,crackle
cracroft,1,NA,cracroft
craft’s,1,NA,craft’s
craftsman,1,NA,craftsman
cramped,1,NA,cramped
crangon,1,NA,crangon
cranial,1,NA,cranial
craniological,1,NA,craniological
cranz’s,1,NA,cranz’s
crate,1,NA,crate
crater,1,NA,crater
cravat,1,NA,cravat
crawford,1,NA,crawford
crayon,1,NA,crayon
crazily,1,NA,crazily
crazy,1,NA,crazy
crea,1,NA,crea
creak,1,NA,creak
creakingly,1,NA,creakingly
created,1,NA,created
creates,1,NA,creates
creating,1,NA,creating
creations,1,NA,creations
creator,1,NA,creator
credited,1,NA,credited
creeping,1,NA,creeping
creswell,1,NA,creswell
creta,1,NA,creta
cretaceous,1,NA,cretaceous
crevices,1,NA,crevices
crewmen,1,NA,crewmen
cried,1,NA,cried
crime,1,NA,crime
crimes,1,NA,crimes
cris,1,NA,cris
crisis,1,NA,crisis
crisp,1,NA,crisp
crisping,1,NA,crisping
crops,1,NA,crops
crossable,1,NA,crossable
crosshairs,1,NA,crosshairs
crosspiece,1,NA,crosspiece
crosspieces,1,NA,crosspieces
crouch,1,NA,crouch
crouched,1,NA,crouched
crowns,1,NA,crowns
crude,1,NA,crude
crudest,1,NA,crudest
crueller,1,NA,crueller
cruellest,1,NA,cruellest
cruelly,1,NA,cruelly
cruelty,1,NA,cruelty
crumbled,1,NA,crumbled
crumbs,1,NA,crumbs
crumpled,1,NA,crumpled
crunch,1,NA,crunch
crushing,1,NA,crushing
crustacean,1,NA,crustacean
crustose,1,NA,crustose
crys,1,NA,crys
crystalline,1,NA,crystalline
cuba,1,NA,cuba
cubby,1,NA,cubby
cucumber,1,NA,cucumber
cuits,1,NA,cuits
culinary,1,NA,culinary
culminating,1,NA,culminating
culminations,1,NA,culminations
cult,1,NA,cult
cultivated,1,NA,cultivated
cultivating,1,NA,cultivating
cultivation,1,NA,cultivation
culty,1,NA,culty
cumber,1,NA,cumber
cumstances,1,NA,cumstances
cumulated,1,NA,cumulated
cumulus,1,NA,cumulus
cupboards,1,NA,cupboards
cups,1,NA,cups
cupy,1,NA,cupy
curb,1,NA,curb
cure,1,NA,cure
curiously,1,NA,curiously
curl,1,NA,curl
curled,1,NA,curled
curls,1,NA,curls
curly,1,NA,curly
currency,1,NA,currency
curse,1,NA,curse
cursed,1,NA,cursed
curv,1,NA,curv
cus,1,NA,cus
cushion,1,NA,cushion
cussed,1,NA,cussed
cute,1,NA,cute
cuted,1,NA,cuted
cuvier,1,NA,cuvier
cycle,1,NA,cycle
cycles,1,NA,cycles
cylindric,1,NA,cylindric
d.c,1,NA,d.c
d.l,1,NA,d.l
d’hudson,1,NA,d’hudson
da,1,NA,da
dachshunds,1,NA,dachshunds
dagger,1,NA,dagger
dagli,1,NA,dagli
dahin,1,NA,dahin
daktake,1,NA,daktake
damask,1,NA,damask
dampening,1,NA,dampening
dance,1,NA,dance
danced,1,NA,danced
dancers,1,NA,dancers
dandelions,1,flora,dandelions
dandi,1,NA,dandi
dane,1,NA,dane
dante,1,NA,dante
darkened,1,NA,darkened
darkly,1,NA,darkly
darkroom,1,NA,darkroom
darling,1,NA,darling
dart,1,NA,dart
dash,1,NA,dash
dashing,1,NA,dashing
dated,1,NA,dated
davenport,1,NA,davenport
davis’s,1,NA,davis’s
dawned,1,NA,dawned
deaf,1,NA,deaf
deafening,1,NA,deafening
dearly,1,NA,dearly
deaths,1,NA,deaths
debatable,1,NA,debatable
debates,1,NA,debates
debilitated,1,NA,debilitated
debt,1,NA,debt
debted,1,NA,debted
debtor’s,1,NA,debtor’s
dec,1,NA,dec
decade,1,NA,decade
deceive,1,NA,deceive
deceivingly,1,NA,deceivingly
decently,1,NA,decently
deceptive,1,NA,deceptive
deciding,1,NA,deciding
decisively,1,NA,decisively
deckhouse,1,NA,deckhouse
decking,1,NA,decking
declare,1,NA,declare
declina,1,NA,declina
decompose,1,NA,decompose
decomposed,1,NA,decomposed
decomposition,1,NA,decomposition
decreases,1,NA,decreases
decrepit,1,NA,decrepit
ded,1,NA,ded
deduce,1,NA,deduce
deduced,1,NA,deduced
deem,1,NA,deem
deeps,1,NA,deeps
def,1,NA,def
defect,1,NA,defect
defective,1,NA,defective
defends,1,NA,defends
defiant,1,NA,defiant
deficiencies,1,NA,deficiencies
defied,1,NA,defied
defile,1,NA,defile
definition,1,NA,definition
definitively,1,NA,definitively
deflect,1,NA,deflect
deflected,1,NA,deflected
deflection,1,NA,deflection
defy,1,NA,defy
degenerate,1,NA,degenerate
deign,1,NA,deign
deigned,1,NA,deigned
delaware,1,NA,delaware
delaying,1,NA,delaying
delays,1,NA,delays
delegate,1,NA,delegate
deleterious,1,NA,deleterious
deliber,1,NA,deliber
delightfully,1,NA,delightfully
delighting,1,NA,delighting
delights,1,NA,delights
delimited,1,NA,delimited
delirium,1,NA,delirium
deluc,1,NA,deluc
deluded,1,NA,deluded
deluding,1,NA,deluding
delusions,1,NA,delusions
delve,1,NA,delve
demarcat,1,NA,demarcat
demn,1,NA,demn
demolishing,1,NA,demolishing
demoniacal,1,NA,demoniacal
demonstrates,1,NA,demonstrates
demonstrations,1,NA,demonstrations
dendritically,1,NA,dendritically
denly,1,NA,denly
denominated,1,NA,denominated
denote,1,NA,denote
densed,1,NA,densed
denser,1,NA,denser
departs,1,NA,departs
depend,1,NA,depend
dependants,1,NA,dependants
dependence,1,NA,dependence
depots,1,NA,depots
depression,1,NA,depression
deprivations,1,NA,deprivations
deranged,1,NA,deranged
derangement,1,NA,derangement
derangements,1,NA,derangements
dered,1,NA,dered
dering,1,NA,dering
derly,1,NA,derly
desaga,1,NA,desaga
descends,1,NA,descends
describing,1,NA,describing
desertion,1,NA,desertion
deserve,1,NA,deserve
deserving,1,NA,deserving
desiccated,1,NA,desiccated
designate,1,NA,designate
designated,1,NA,designated
designation,1,NA,designation
deso,1,NA,deso
despair,1,NA,despair
despairing,1,NA,despairing
despatched,1,NA,despatched
desperation,1,NA,desperation
despicably,1,NA,despicably
despondently,1,NA,despondently
destroying,1,NA,destroying
detectable,1,NA,detectable
detects,1,NA,detects
deteriorates,1,NA,deteriorates
deters,1,NA,deters
detriment,1,NA,detriment
détroit,1,NA,détroit
developmental,1,NA,developmental
devia,1,NA,devia
deviated,1,NA,deviated
deviating,1,NA,deviating
device,1,NA,device
devices,1,NA,devices
devised,1,NA,devised
devotedly,1,NA,devotedly
devotion,1,NA,devotion
devotions,1,NA,devotions
devour,1,NA,devour
devouring,1,NA,devouring
devoutly,1,NA,devoutly
di,1,NA,di
dial,1,NA,dial
dialects,1,NA,dialects
dials,1,NA,dials
diameters,1,NA,diameters
diary,1,NA,diary
dictionary,1,NA,dictionary
dictionnaire,1,NA,dictionnaire
differences,1,NA,differences
differential,1,NA,differential
differentiated,1,NA,differentiated
digested,1,NA,digested
digestion,1,NA,digestion
digging,1,NA,digging
dignified,1,NA,dignified
digression,1,NA,digression
dilemma,1,NA,dilemma
dili,1,NA,dili
diminish,1,NA,diminish
diminished,1,NA,diminished
dimmed,1,NA,dimmed
dimming,1,NA,dimming
din,1,NA,din
ding,1,NA,ding
diorite,1,NA,diorite
dip,1,NA,dip
dips,1,NA,dips
dire,1,NA,dire
disabled,1,NA,disabled
disadvantageous,1,NA,disadvantageous
disappearance,1,NA,disappearance
disappoint,1,NA,disappoint
disarmed,1,NA,disarmed
disasters,1,NA,disasters
discharging,1,NA,discharging
disclosed,1,NA,disclosed
discoloration,1,NA,discoloration
discontent,1,NA,discontent
discounting,1,NA,discounting
discourage,1,NA,discourage
discoverer,1,NA,discoverer
discovering,1,NA,discovering
discovers,1,NA,discovers
discrete,1,NA,discrete
disdained,1,NA,disdained
disease,1,NA,disease
disembarked,1,NA,disembarked
disembodied,1,NA,disembodied
disentangled,1,NA,disentangled
disfigured,1,NA,disfigured
disguised,1,NA,disguised
dishonest,1,NA,dishonest
disinclined,1,NA,disinclined
diskofjord,1,NA,diskofjord
dislike,1,NA,dislike
dislocation,1,NA,dislocation
disloyal,1,NA,disloyal
disman,1,NA,disman
dismantle,1,NA,dismantle
dismember,1,NA,dismember
dismembering,1,NA,dismembering
dismemberment,1,NA,dismemberment
dismiss,1,NA,dismiss
dispensable,1,NA,dispensable
dispensed,1,NA,dispensed
disperses,1,NA,disperses
displacement,1,NA,displacement
displaces,1,NA,displaces
disproportionate,1,NA,disproportionate
disprove,1,NA,disprove
dispute,1,NA,dispute
disrupt,1,NA,disrupt
disrupter,1,NA,disrupter
disruptions,1,NA,disruptions
dissimilar,1,NA,dissimilar
dissolution,1,NA,dissolution
dissuade,1,NA,dissuade
dissuaded,1,NA,dissuaded
dist,1,NA,dist
distilled,1,NA,distilled
distiller’s,1,NA,distiller’s
distin,1,NA,distin
distinctive,1,NA,distinctive
distinguishes,1,NA,distinguishes
distortion,1,NA,distortion
distortions,1,NA,distortions
distraction,1,NA,distraction
distressed,1,NA,distressed
distressing,1,NA,distressing
distrusting,1,NA,distrusting
disturbance,1,NA,disturbance
dition,1,NA,dition
diversion,1,NA,diversion
dividing,1,NA,dividing
dividual,1,NA,dividual
dividuals,1,NA,dividuals
divine,1,NA,divine
division’s,1,NA,division’s
doch,1,NA,doch
docked,1,NA,docked
dockyard,1,NA,dockyard
docu,1,NA,docu
dodge,1,NA,dodge
doesn’t,1,NA,doesn’t
dog’s,1,NA,dog’s
dogma,1,NA,dogma
dollar,1,NA,dollar
dolls,1,NA,dolls
dolphins,1,NA,dolphins
domicile,1,NA,domicile
dominantly,1,NA,dominantly
domination,1,NA,domination
dominos,1,NA,dominos
don’t,1,NA,don’t
donated,1,NA,donated
doned,1,NA,doned
dordogne,1,NA,dordogne
dormant,1,NA,dormant
dort,1,NA,dort
dory,1,NA,dory
dose,1,NA,dose
doses,1,NA,doses
dots,1,NA,dots
doub,1,NA,doub
dovekies,1,wildlife,dovekie
dowed,1,NA,dowed
downpour,1,NA,downpour
downright,1,NA,downright
dowry,1,NA,dowry
dragons,1,NA,dragons
draining,1,NA,draining
drake,1,NA,drake
drama,1,NA,drama
dramatic,1,NA,dramatic
drang,1,NA,drang
drapes,1,NA,drapes
drastically,1,NA,drastically
draughts,1,NA,draughts
draughty,1,NA,draughty
drawstring,1,NA,drawstring
dream,1,NA,dream
dreamers,1,NA,dreamers
drearily,1,NA,drearily
dred,1,NA,dred
dredges,1,NA,dredges
drenched,1,NA,drenched
drepanopsetta,1,NA,drepanopsetta
dresses,1,NA,dresses
dressing,1,NA,dressing
drier,1,NA,drier
drinkers,1,NA,drinkers
dripped,1,NA,dripped
drips,1,NA,drips
driver’s,1,NA,driver’s
driz,1,NA,driz
drollest,1,NA,drollest
droplets,1,NA,droplets
drown,1,NA,drown
drum,1,NA,drum
drumstick,1,NA,drumstick
du,1,NA,du
ducing,1,NA,ducing
duck’s,1,NA,duck’s
ducklings,1,NA,ducklings
dumb,1,NA,dumb
dumped,1,NA,dumped
dune,1,NA,dune
dung,1,NA,dung
dunkings,1,NA,dunkings
durch,1,NA,durch
durft,1,NA,durft
dusk,1,NA,dusk
dusky,1,NA,dusky
dutch,1,NA,dutch
dwell,1,NA,dwell
dweller,1,NA,dweller
dwellers,1,NA,dwellers
dwindled,1,NA,dwindled
dyck’s,1,NA,dyck’s
dyed,1,NA,dyed
dynamic,1,NA,dynamic
dysentery,1,NA,dysentery
e.g,1,NA,e.g
e90,1,NA,e90
eared,1,NA,eared
earn,1,NA,earn
earned,1,NA,earned
earnestly,1,NA,earnestly
earns,1,NA,earns
earthenware,1,NA,earthenware
earthly,1,NA,earthly
earthquake,1,NA,earthquake
earthy,1,NA,earthy
ease,1,NA,ease
easternmost,1,NA,easternmost
eaters,1,NA,eaters
eaves,1,NA,eaves
ebbing,1,NA,ebbing
eccentricity,1,NA,eccentricity
economically,1,NA,economically
economies,1,NA,economies
eddy,1,NA,eddy
edged,1,NA,edged
edied,1,NA,edied
edifying,1,NA,edifying
edited,1,NA,edited
editions,1,NA,editions
educational,1,NA,educational
edwards,1,NA,edwards
een,1,NA,een
eers,1,NA,eers
effaced,1,NA,effaced
effected,1,NA,effected
effectiveness,1,NA,effectiveness
